WellId;Well_ColId;Well_RowId;S;T;Z;C;area;centroid-0;centroid-1;max_intensity;mean_intensity;min_intensity;bbox-0;bbox-1;bbox-2;bbox-3
B4;4;2;0;0;0;0;91;151.46153846153845;162.96703296703296;107;84.20879120879121;44;146;157;158;170
B4;4;2;0;0;0;0;164;151.17073170731706;63.426829268292686;100;76.75;43;147;54;156;74
B4;4;2;0;0;0;0;192;154.609375;26.239583333333332;100;78.47916666666667;52;147;18;164;35
B4;4;2;0;0;0;0;137;154.53284671532847;426.24087591240874;118;90.94160583941606;50;147;421;163;432
B4;4;2;0;0;0;0;234;156.5854700854701;190.4188034188034;111;86.99145299145299;53;148;179;165;202
B4;4;2;0;0;0;0;57;157.9298245614035;471.8421052631579;114;90.15789473684211;58;155;467;164;477
B4;4;2;0;0;0;0;164;160.859756097561;351.8170731707317;127;108.09756097560975;72;156;342;166;362
B4;4;2;0;0;0;0;128;162.5546875;480.5234375;115;81.828125;47;156;474;170;488
B4;4;2;0;0;0;0;123;166.34146341463415;237.609756097561;96;76.77235772357723;46;159;232;174;244
B4;4;2;0;0;0;0;150;164.03333333333333;553.06;90;67.94666666666667;43;158;546;172;561
B4;4;2;0;0;0;0;174;170.9655172413793;134.91379310344828;121;92.3103448275862;52;164;128;179;143
B4;4;2;0;0;0;0;243;175.440329218107;396.48148148148147;115;82.39094650205762;50;165;390;188;404
B4;4;2;0;0;0;0;189;177.1851851851852;525.6507936507936;91;69.65079365079364;39;170;518;186;535
B4;4;2;0;0;0;0;234;176.25641025641025;610.6239316239316;84;59.414529914529915;33;166;601;188;621
B4;4;2;0;0;0;0;167;176.76646706586826;463.437125748503;103;85.88023952095809;55;172;453;182;475
B4;4;2;0;0;0;0;187;178.57219251336898;267.7700534759358;150;116.73262032085562;67;171;259;188;277
B4;4;2;0;0;0;0;220;181.0909090909091;564.6045454545455;87;62.85454545454545;38;173;555;189;574
B4;4;2;0;0;0;0;191;186.59162303664922;209.68586387434556;117;96.37696335078535;57;181;199;193;222
B4;4;2;0;0;0;0;157;184.9299363057325;505.9808917197452;83;70.00636942675159;48;180;497;191;517
B4;4;2;0;0;0;0;223;190.62331838565024;331.6188340807175;136;103.26905829596413;62;182;323;199;340
B4;4;2;0;0;0;0;125;195.16;424.056;130;95.728;56;190;417;202;431
B4;4;2;0;0;0;0;156;194.67307692307693;493.30128205128204;83;66.74358974358974;46;189;484;201;504
B4;4;2;0;0;0;0;138;194.7246376811594;597.4057971014493;87;62.21739130434783;30;188;592;204;604
B4;4;2;0;0;0;0;186;199.49462365591398;307.11290322580646;139;109.93548387096774;64;190;302;211;313
B4;4;2;0;0;0;0;226;199.30973451327435;269.28761061946904;138;106.95132743362832;69;191;260;208;280
B4;4;2;0;0;0;0;194;206.18041237113403;56.28350515463917;105;80.73195876288659;54;199;48;216;65
B4;4;2;0;0;0;0;226;205.72566371681415;168.02212389380531;116;86.84070796460178;63;194;160;217;177
B4;4;2;0;0;0;0;164;200.45731707317074;220.46951219512195;115;96.72560975609755;65;195;211;207;232
B4;4;2;0;0;0;0;126;209.71428571428572;350.3095238095238;134;102.67460317460318;62;203;344;216;358
B4;4;2;0;0;0;0;106;212.29245283018867;8.80188679245283;114;84.59433962264151;58;207;3;218;16
B4;4;2;0;0;0;0;67;211.46268656716418;66.35820895522389;96;77.43283582089552;45;206;63;217;71
B4;4;2;0;0;0;0;135;207.2888888888889;415.6222222222222;138;100.17037037037036;61;200;410;216;423
B4;4;2;0;0;0;0;106;210.5754716981132;41.509433962264154;97;78.0;54;206;35;216;50
B4;4;2;0;0;0;0;188;215.34574468085106;448.6329787234043;146;107.36170212765957;59;209;440;223;459
B4;4;2;0;0;0;0;230;213.8913043478261;198.95217391304348;119;95.65217391304348;66;203;191;225;207
B4;4;2;0;0;0;0;217;216.92165898617512;390.44700460829495;135;102.06912442396313;56;208;382;226;399
B4;4;2;0;0;0;0;177;221.1581920903955;527.0960451977401;115;88.19209039548022;48;216;519;228;536
B4;4;2;0;0;0;0;171;218.69005847953215;497.7719298245614;101;74.81871345029239;46;210;491;226;507
B4;4;2;0;0;0;0;149;220.48993288590603;571.4765100671141;105;81.26845637583892;46;215;563;227;582
B4;4;2;0;0;0;0;112;228.60714285714286;370.20535714285717;139;106.84821428571429;65;224;364;235;377
B4;4;2;0;0;0;0;221;228.579185520362;274.6289592760181;138;99.10859728506787;61;223;265;237;286
B4;4;2;0;0;0;0;165;229.8969696969697;326.6242424242424;121;92.41818181818182;57;225;317;237;336
B4;4;2;0;0;0;0;147;232.23809523809524;456.63945578231295;107;81.9047619047619;55;225;451;241;463
B4;4;2;0;0;0;0;230;238.6695652173913;627.8608695652174;85;60.165217391304346;37;227;621;250;636
B4;4;2;0;0;0;0;194;234.63917525773195;474.4072164948454;107;78.15463917525773;51;227;467;243;484
B4;4;2;0;0;0;0;177;239.48022598870057;252.3954802259887;184;134.76271186440678;80;233;244;248;262
B4;4;2;0;0;0;0;157;245.15923566878982;561.0828025477707;139;115.01273885350318;64;240;553;251;570
B4;4;2;0;0;0;0;144;246.05555555555554;352.4583333333333;107;85.70138888888889;58;241;345;252;362
B4;4;2;0;0;0;0;169;246.49112426035504;596.8994082840237;78;57.36094674556213;38;241;588;254;607
B4;4;2;0;0;0;0;156;250.41666666666666;524.9487179487179;90;71.55128205128206;42;243;518;259;533
B4;4;2;0;0;0;0;171;250.07602339181287;432.0409356725146;162;117.0233918128655;55;243;424;258;440
B4;4;2;0;0;0;0;252;250.2579365079365;208.51190476190476;125;100.5952380952381;64;242;200;261;217
B4;4;2;0;0;0;0;179;255.35754189944134;492.32402234636874;109;80.96648044692738;45;248;484;264;501
B4;4;2;0;0;0;0;160;255.625;317.53125;134;99.38125;58;251;308;262;328
B4;4;2;0;0;0;0;142;254.90845070422534;608.4859154929577;77;56.42253521126761;40;249;600;262;617
B4;4;2;0;0;0;0;67;259.1194029850746;456.9850746268657;105;75.73134328358209;49;255;452;265;463
B4;4;2;0;0;0;0;88;262.375;465.04545454545456;109;81.7159090909091;43;257;459;267;471
B4;4;2;0;0;0;0;154;261.74675324675326;425.8636363636364;113;88.75974025974025;56;252;418;270;434
B4;4;2;0;0;0;0;152;264.0657894736842;545.75;93;71.51315789473684;45;259;537;272;556
B4;4;2;0;0;0;0;142;264.66901408450707;261.6830985915493;103;82.0774647887324;46;259;252;271;272
B4;4;2;0;0;0;0;160;267.925;354.6;139;101.55625;48;262;346;276;365
B4;4;2;0;0;0;0;170;271.9117647058824;70.11764705882354;132;104.34117647058824;64;267;61;278;80
B4;4;2;0;0;0;0;216;269.9166666666667;23.97222222222222;80;62.273148148148145;43;260;17;281;32
B4;4;2;0;0;0;0;152;275.9736842105263;260.5328947368421;144;107.75;62;269;253;285;269
B4;4;2;0;0;0;0;204;276.04411764705884;240.32843137254903;195;158.95098039215685;94;267;233;286;248
B4;4;2;0;0;0;0;163;277.81595092024537;611.1288343558282;90;64.86503067484662;44;270;604;286;619
B4;4;2;0;0;0;0;185;276.0810810810811;394.86486486486484;163;129.4972972972973;69;267;390;287;401
B4;4;2;0;0;0;0;236;282.09322033898303;495.64830508474574;139;104.69067796610169;59;276;485;290;508
B4;4;2;0;0;0;0;141;287.06382978723406;155.09929078014184;153;116.2482269503546;74;281;148;294;162
B4;4;2;0;0;0;0;254;284.20472440944883;284.96062992125985;126;93.23228346456693;59;276;276;294;296
B4;4;2;0;0;0;0;107;287.14953271028037;323.25233644859816;243;168.71028037383178;59;283;317;293;331
B4;4;2;0;0;0;0;189;286.978835978836;558.2169312169312;125;93.5925925925926;55;280;550;295;567
B4;4;2;0;0;0;0;163;289.82208588957053;524.1717791411043;88;65.25766871165644;41;284;516;298;534
B4;4;2;0;0;0;0;87;290.2413793103448;55.81609195402299;94;75.8735632183908;47;285;51;296;62
B4;4;2;0;0;0;0;128;293.6875;336.6640625;223;96.0078125;45;287;331;301;344
B4;4;2;0;0;0;0;222;294.97297297297297;99.08558558558559;134;101.87387387387388;67;288;89;302;109
B4;4;2;0;0;0;0;151;295.02649006622516;360.97350993377484;148;103.98013245033113;56;287;356;303;367
B4;4;2;0;0;0;0;126;299.42857142857144;135.36507936507937;94;73.33333333333333;56;294;129;306;143
B4;4;2;0;0;0;0;115;303.0608695652174;56.56521739130435;106;81.31304347826087;46;296;52;311;63
B4;4;2;0;0;0;0;83;303.7831325301205;221.18072289156626;152;118.07228915662651;63;298;216;310;227
B4;4;2;0;0;0;0;129;305.04651162790697;23.54263565891473;93;75.70542635658914;49;298;17;312;31
B4;4;2;0;0;0;0;222;302.63963963963965;405.84234234234236;156;118.68018018018019;66;295;396;310;416
B4;4;2;0;0;0;0;236;307.4830508474576;467.77542372881356;123;85.53813559322033;50;301;457;315;480
B4;4;2;0;0;0;0;84;306.3452380952381;619.3690476190476;97;79.36904761904762;46;302;614;313;624
B4;4;2;0;0;0;0;126;305.23809523809524;543.8095238095239;89;72.04761904761905;49;301;534;311;555
B4;4;2;0;0;0;0;88;312.4431818181818;282.89772727272725;149;106.35227272727273;62;308;277;318;289
B4;4;2;0;0;0;0;203;313.4729064039409;556.1133004926108;125;85.73891625615764;44;308;544;320;567
B4;4;2;0;0;0;0;141;314.17021276595744;607.2411347517731;88;63.340425531914896;36;309;599;320;616
B4;4;2;0;0;0;0;50;313.84;295.46;139;115.3;74;310;292;318;300
B4;4;2;0;0;0;0;106;315.49056603773585;140.18867924528303;106;89.19811320754717;64;311;135;321;147
B4;4;2;0;0;0;0;194;318.3144329896907;429.5412371134021;138;93.53092783505154;54;311;422;327;438
B4;4;2;0;0;0;0;157;319.7770700636943;317.28025477707007;126;91.19745222929936;57;312;311;328;325
B4;4;2;0;0;0;0;128;322.9453125;89.7109375;122;97.9453125;64;318;83;330;99
B4;4;2;0;0;0;0;165;321.76363636363635;349.08484848484846;123;89.18181818181819;44;315;341;328;358
B4;4;2;0;0;0;0;222;327.7522522522523;169.1936936936937;131;98.3963963963964;57;318;162;342;178
B4;4;2;0;0;0;0;148;324.02027027027026;293.3310810810811;132;105.81756756756756;59;319;285;331;303
B4;4;2;0;0;0;0;161;320.64596273291926;374.2360248447205;125;96.08695652173913;60;312;369;330;380
B4;4;2;0;0;0;0;52;328.59615384615387;98.96153846153847;128;94.90384615384616;53;324;95;334;104
B4;4;2;0;0;0;0;186;327.44086021505376;248.8548387096774;157;123.89784946236558;66;319;242;336;257
B4;4;2;0;0;0;0;207;338.19323671497585;466.536231884058;139;98.14009661835749;55;328;461;352;475
B4;4;2;0;0;0;0;158;334.7278481012658;590.7911392405064;77;55.348101265822784;38;329;581;341;601
B4;4;2;0;0;0;0;205;339.37560975609756;211.4;163;123.08780487804879;72;330;204;349;220
B4;4;2;0;0;0;0;132;339.9015151515151;411.4848484848485;135;107.65151515151516;63;334;405;347;419
B4;4;2;0;0;0;0;170;343.11176470588236;451.94117647058823;130;89.0;48;333;446;354;458
B4;4;2;0;0;0;0;336;339.83035714285717;493.82440476190476;114;81.94047619047619;54;328;486;353;503
B4;4;2;0;0;0;0;157;343.9490445859873;80.59235668789809;110;83.31210191082802;53;337;73;353;89
B4;4;2;0;0;0;0;175;346.8857142857143;553.2514285714286;126;99.17142857142858;56;339;544;354;563
B4;4;2;0;0;0;0;190;350.5578947368421;183.48947368421054;129;99.2578947368421;61;343;176;360;192
B4;4;2;0;0;0;0;223;350.8206278026906;321.9865470852018;169;116.99103139013452;69;344;313;360;333
B4;4;2;0;0;0;0;201;350.59203980099505;382.93532338308455;140;109.28358208955224;65;344;373;359;394
B4;4;2;0;0;0;0;151;353.6026490066225;590.3112582781457;80;64.78807947019868;46;346;584;361;598
B4;4;2;0;0;0;0;145;358.88965517241377;103.32413793103449;111;85.56551724137931;50;350;98;370;111
B4;4;2;0;0;0;0;198;366.30808080808083;279.35858585858585;162;116.64646464646465;59;355;274;378;286
B4;4;2;0;0;0;0;187;362.47058823529414;231.28877005347593;183;140.6898395721925;74;354;225;371;238
B4;4;2;0;0;0;0;163;365.46625766871165;616.2883435582822;66;47.969325153374236;30;356;611;377;622
B4;4;2;0;0;0;0;173;366.42774566473986;416.4161849710983;187;129.82658959537574;70;362;407;373;427
B4;4;2;0;0;0;0;182;368.8956043956044;590.8131868131868;94;72.22527472527473;43;362;583;379;599
B4;4;2;0;0;0;0;151;374.3046357615894;201.76158940397352;104;77.19867549668874;47;369;194;380;210
B4;4;2;0;0;0;0;150;376.37333333333333;353.0133333333333;134;102.41333333333333;65;370;346;385;361
B4;4;2;0;0;0;0;187;373.572192513369;473.7700534759358;162;124.68449197860963;69;367;464;380;484
B4;4;2;0;0;0;0;210;376.25714285714287;161.9;134;95.66190476190476;49;366;150;389;174
B4;4;2;0;0;0;0;166;376.7469879518072;524.1265060240963;125;96.36746987951807;54;371;516;385;533
B4;4;2;0;0;0;0;155;378.741935483871;133.7741935483871;82;65.65161290322581;46;371;128;387;141
B4;4;2;0;0;0;0;160;378.34375;559.3625;95;72.31875;44;370;554;388;565
B4;4;2;0;0;0;0;163;380.8588957055215;109.17791411042944;99;81.06134969325153;54;373;103;389;116
B4;4;2;0;0;0;0;191;384.32460732984293;378.35602094240835;163;116.33507853403141;67;377;370;395;387
B4;4;2;0;0;0;0;171;387.6374269005848;580.7543859649123;88;65.44444444444444;37;378;575;398;588
B4;4;2;0;0;0;0;175;389.58285714285716;298.97714285714284;112;84.6;49;382;291;397;307
B4;4;2;0;0;0;0;244;396.19262295081967;258.6967213114754;132;96.15573770491804;56;386;251;409;266
B4;4;2;0;0;0;0;169;398.6508875739645;330.1360946745562;132;99.57988165680473;56;391;321;406;340
B4;4;2;0;0;0;0;127;398.6456692913386;496.00787401574803;101;76.10236220472441;49;392;490;406;504
B4;4;2;0;0;0;0;236;401.91101694915255;430.3686440677966;142;96.64406779661017;48;393;421;412;441
B4;4;2;0;0;0;0;141;399.8581560283688;469.01418439716315;127;89.01418439716312;42;395;461;405;478
B4;4;2;0;0;0;0;106;400.5943396226415;147.5566037735849;124;98.47169811320755;62;396;142;407;156
B4;4;2;0;0;0;0;155;402.1677419354839;608.2645161290322;61;45.6;31;395;602;411;615
B4;4;2;0;0;0;0;138;403.4782608695652;517.5217391304348;108;83.95652173913044;57;396;513;414;523
B4;4;2;0;0;0;0;172;409.55232558139534;90.06976744186046;98;73.38372093023256;43;402;82;418;99
B4;4;2;0;0;0;0;76;410.32894736842104;369.61842105263156;116;89.84210526315789;57;406;365;417;375
B4;4;2;0;0;0;0;144;414.5763888888889;409.78472222222223;101;79.27777777777777;49;406;404;424;416
B4;4;2;0;0;0;0;110;416.96363636363634;207.1909090909091;118;92.91818181818182;58;412;202;423;213
B4;4;2;0;0;0;0;160;420.78125;530.8625;120;89.925;45;410;526;432;537
B4;4;2;0;0;0;0;166;419.9759036144578;554.4457831325301;93;68.8433734939759;41;412;549;429;562
B4;4;2;0;0;0;0;108;417.8888888888889;153.1851851851852;125;100.71296296296296;59;413;148;424;159
B4;4;2;0;0;0;0;68;418.63235294117646;375.8529411764706;115;90.23529411764706;55;415;371;424;381
B4;4;2;0;0;0;0;199;421.4321608040201;291.035175879397;124;94.43718592964824;55;415;281;429;302
B4;4;2;0;0;0;0;205;422.4878048780488;344.33658536585364;93;64.6780487804878;37;414;336;430;356
B4;4;2;0;0;0;0;127;421.68503937007875;398.1417322834646;110;86.30708661417323;53;414;393;431;404
B4;4;2;0;0;0;0;199;425.52763819095475;44.57286432160804;83;62.27638190954774;37;416;38;438;53
B4;4;2;0;0;0;0;146;425.513698630137;498.82876712328766;98;69.6027397260274;43;418;492;433;506
B4;4;2;0;0;0;0;173;423.5606936416185;585.028901734104;54;42.97687861271676;27;416;578;432;593
B4;4;2;0;0;0;0;100;425.94;632.44;68;51.92;31;421;627;433;638
B4;4;2;0;0;0;0;177;429.4858757062147;251.75706214689265;173;128.8361581920904;70;421;245;439;259
B4;4;2;0;0;0;0;112;431.92857142857144;410.875;134;92.17857142857143;47;426;405;440;417
B4;4;2;0;0;0;0;159;431.17610062893084;451.9056603773585;84;61.61635220125786;39;423;446;440;460
B4;4;2;0;0;0;0;102;435.3235294117647;625.7450980392157;66;50.049019607843135;31;430;620;441;633
B4;4;2;0;0;0;0;159;437.6666666666667;470.6163522012579;93;70.23899371069183;43;430;465;447;477
B4;4;2;0;0;0;0;207;437.6376811594203;177.16908212560386;117;90.89855072463769;51;427;170;450;186
B4;4;2;0;0;0;0;154;441.57142857142856;520.0974025974026;70;55.75974025974026;36;433;515;450;527
B4;4;2;0;0;0;0;181;442.5303867403315;564.7513812154696;70;53.552486187845304;32;437;555;448;576
B4;4;2;0;0;0;0;185;439.58378378378376;225.9081081081081;129;103.25945945945946;63;430;220;450;233
B4;4;2;0;0;0;0;167;441.8922155688623;287.125748502994;117;86.02994011976048;47;436;279;449;296
B4;4;2;0;0;0;0;173;447.34104046242777;435.3063583815029;106;76.00578034682081;45;438;431;457;441
B4;4;2;0;0;0;0;138;453.55797101449275;63.65942028985507;73;57.73913043478261;31;447;57;462;72
B4;4;2;0;0;0;0;231;453.961038961039;88.06060606060606;84;59.65367965367965;39;444;79;465;100
B4;4;2;0;0;0;0;177;453.23728813559325;194.5084745762712;114;89.9322033898305;53;448;186;461;204
B4;4;2;0;0;0;0;207;454.64251207729467;353.1062801932367;112;80.4927536231884;44;449;341;462;364
B4;4;2;0;0;0;0;142;461.2957746478873;406.61267605633805;73;53.80281690140845;33;454;397;469;417
B4;4;2;0;0;0;0;171;464.859649122807;502.2865497076023;60;48.22222222222222;34;456;494;475;510
B4;4;2;0;0;0;0;133;467.09774436090225;460.6842105263158;71;54.07518796992481;35;460;453;474;469
B4;4;2;0;0;0;0;157;462.5732484076433;533.5541401273886;61;48.388535031847134;30;455;528;473;541
B4;4;2;0;0;0;0;150;470.8466666666667;491.98;56;45.32666666666667;31;463;485;480;500
B4;4;2;0;0;0;0;150;473.02666666666664;553.0733333333334;59;47.57333333333333;31;466;548;482;560
B4;4;2;0;0;0;0;166;472.16265060240966;97.07228915662651;83;64.00602409638554;36;465;89;481;107
B4;4;2;0;0;0;0;129;476.9612403100775;19.085271317829456;59;48.46511627906977;36;473;11;482;28
B4;4;2;0;0;0;0;230;474.7695652173913;601.5434782608696;59;44.243478260869566;26;465;595;486;609
B4;4;2;0;0;0;0;178;480.7415730337079;223.45505617977528;82;64.38764044943821;39;473;214;491;233
B4;4;2;0;0;0;0;150;481.0733333333333;397.11333333333334;67;50.54;32;474;391;489;405
B4;4;2;0;0;0;0;152;481.4736842105263;460.38157894736844;90;67.3092105263158;39;475;452;490;469
B4;4;2;0;0;0;0;132;480.1060606060606;359.75757575757575;98;68.20454545454545;37;475;352;486;369
B4;4;2;0;0;0;0;104;487.0576923076923;12.365384615384615;66;53.79807692307692;36;483;5;492;20
B4;4;2;0;0;0;0;110;486.05454545454546;567.5272727272727;47;40.67272727272727;30;481;561;491;575
B4;4;2;0;0;0;0;156;489.3525641025641;176.52564102564102;111;80.33333333333333;46;482;171;498;184
B4;4;2;0;0;0;0;95;493.0210526315789;365.0105263157895;70;50.642105263157895;27;487;360;499;371
B4;4;2;0;0;0;0;166;489.4578313253012;431.43373493975906;70;54.24698795180723;32;481;425;499;438
B4;4;2;0;0;0;0;230;500.05652173913046;255.45652173913044;87;65.68260869565218;38;493;246;508;267
B4;4;2;0;0;0;0;225;503.84444444444443;527.6;54;41.86222222222222;25;494;519;514;536
B4;4;2;0;0;0;0;127;502.9763779527559;313.88188976377955;86;67.67716535433071;36;499;306;508;322
B4;4;2;0;0;0;0;162;505.55555555555554;491.0925925925926;59;46.41358024691358;29;499;484;514;499
B4;4;2;0;0;0;0;184;505.82608695652175;103.21739130434783;90;67.2445652173913;38;499;95;516;111
B4;4;2;0;0;0;0;199;503.39195979899495;566.2562814070352;73;55.040201005025125;34;499;554;509;580
B4;4;2;0;0;0;0;137;507.3430656934307;336.13138686131384;72;53.67153284671533;33;500;330;516;344
B4;4;2;0;0;0;0;145;505.60689655172416;423.048275862069;99;74.91724137931034;44;497;418;515;429
B4;4;2;0;0;0;0;190;512.5894736842105;211.4157894736842;82;64.2578947368421;38;506;202;520;221
B4;4;2;0;0;0;0;256;514.14453125;75.26171875;71;54.32421875;33;501;69;526;83
