Scene,Tile,T,Z,C,X [micron],Y [micron],Z [micron],Time [s]
0,455,0,0,0,-34988.8,7260.0,3770.5,72.571
0,456,0,0,0,-35305.6,7260.0,3770.1,72.581
0,457,0,0,0,-35622.4,7260.0,3769.6,72.591
0,458,0,0,0,-35939.2,7260.0,3769.2,72.601
0,459,0,0,0,-36256.0,7260.0,3768.8,72.611
0,460,0,0,0,-36572.8,7260.0,3768.4,72.621
0,461,0,0,0,-36889.6,7260.0,3768.0,72.631
0,462,0,0,0,-37206.4,7260.0,3767.5,72.641
0,463,0,0,0,-37523.2,7260.0,3767.1,72.651
0,464,0,0,0,-37840.0,7260.0,3766.7,72.661
0,465,0,0,0,-38156.8,7260.0,3766.2,72.671
0,466,0,0,0,-38473.6,7260.0,3765.8,72.681
0,467,0,0,0,-38790.4,7260.0,3765.3,72.691
0,468,0,0,0,-39107.2,7260.0,3764.9,72.701
0,469,0,0,0,-39424.0,7260.0,3764.4,72.711
0,470,0,0,0,-39740.8,7260.0,3763.9,72.721
0,471,0,0,0,-40057.6,7260.0,3763.4,72.731
0,472,0,0,0,-40374.4,7260.0,3763.0,72.741
0,473,0,0,0,-40691.2,7260.0,3762.5,72.751
0,474,0,0,0,-41008.0,7260.0,3762.0,72.766
0,475,0,0,0,-41324.8,7260.0,3761.5,72.776
0,476,0,0,0,-41641.6,7260.0,3761.0,72.786
0,477,0,0,0,-41958.4,7260.0,3760.5,72.796
0,478,0,0,0,-42275.2,7260.0,3760.1,72.825
0,479,0,0,0,-42275.2,7497.6,3760.2,80.287
0,480,0,0,0,-41958.4,7497.6,3760.9,80.297
0,481,0,0,0,-41641.6,7497.6,3761.3,80.307
0,482,0,0,0,-41324.8,7497.6,3761.7,80.317
0,483,0,0,0,-41008.0,7497.6,3762.2,80.327
0,484,0,0,0,-40691.2,7497.6,3762.7,80.337
0,485,0,0,0,-40374.4,7497.6,3763.2,80.347
0,486,0,0,0,-40057.6,7497.6,3763.8,80.424
0,487,0,0,0,-39740.8,7497.6,3764.2,80.434
0,488,0,0,0,-39424.0,7497.6,3764.6,80.444
0,489,0,0,0,-39107.2,7497.6,3765.1,80.454
0,490,0,0,0,-38790.4,7497.6,3765.5,80.467
0,491,0,0,0,-38473.6,7497.6,3766.0,80.477
0,492,0,0,0,-38156.8,7497.6,3766.4,80.495
0,493,0,0,0,-37840.0,7497.6,3766.9,80.505
0,494,0,0,0,-37523.2,7497.6,3767.3,80.528
0,495,0,0,0,-37206.4,7497.6,3767.8,80.538
0,496,0,0,0,-36889.6,7497.6,3768.2,80.548
0,497,0,0,0,-36572.8,7497.6,3768.6,80.558
0,498,0,0,0,-36256.0,7497.6,3769.0,80.568
0,499,0,0,0,-35939.2,7497.6,3769.4,80.578
0,500,0,0,0,-35622.4,7497.6,3769.9,80.588
0,501,0,0,0,-35305.6,7497.6,3770.3,80.598
0,502,0,0,0,-34988.8,7497.6,3770.7,80.620
0,503,0,0,0,-34672.0,7497.6,3771.1,80.633
0,504,0,0,0,-34355.2,7497.6,3771.5,80.648
0,505,0,0,0,-34038.4,7497.6,3771.8,80.664
0,506,0,0,0,-33721.6,7497.6,3772.2,80.675
0,507,0,0,0,-33404.8,7497.6,3772.6,80.693
0,508,0,0,0,-33088.0,7497.6,3773.0,80.708
0,509,0,0,0,-32771.2,7497.6,3773.4,80.725
0,510,0,0,0,-32454.4,7497.6,3773.7,80.735
0,511,0,0,0,-32137.6,7497.6,3774.1,80.745
0,512,0,0,0,-31820.8,7497.6,3774.6,80.755
0,513,0,0,0,-31504.0,7497.6,3774.8,80.765
0,514,0,0,0,-31187.2,7497.6,3775.2,80.775
0,515,0,0,0,-30870.4,7497.6,3775.5,80.785
0,516,0,0,0,-30553.6,7497.6,3775.9,80.797
0,517,0,0,0,-30236.8,7497.6,3776.2,80.807
0,518,0,0,0,-29920.0,7497.6,3776.6,80.817
0,519,0,0,0,-29603.2,7497.6,3776.9,80.827
0,520,0,0,0,-29286.4,7497.6,3777.3,80.837
0,521,0,0,0,-28969.6,7497.6,3777.6,80.847
0,522,0,0,0,-28652.8,7497.6,3778.0,80.857
0,523,0,0,0,-28336.0,7497.6,3778.3,80.867
0,524,0,0,0,-28019.2,7497.6,3778.6,80.877
0,525,0,0,0,-27702.4,7497.6,3778.9,80.887
0,526,0,0,0,-27385.6,7497.6,3779.3,80.897
0,527,0,0,0,-27068.8,7497.6,3779.6,80.907
0,528,0,0,0,-26752.0,7497.6,3779.8,80.917
0,529,0,0,0,-26435.2,7735.2,3780.5,88.686
0,530,0,0,0,-26752.0,7735.2,3780.2,88.696
0,531,0,0,0,-27068.8,7735.2,3779.8,88.706
0,532,0,0,0,-27385.6,7735.2,3779.5,88.716
0,533,0,0,0,-27702.4,7735.2,3779.2,88.726
0,534,0,0,0,-28019.2,7735.2,3778.9,88.736
0,535,0,0,0,-28336.0,7735.2,3778.5,88.746
0,536,0,0,0,-28652.8,7735.2,3778.2,88.816
0,537,0,0,0,-28969.6,7735.2,3777.8,88.826
0,538,0,0,0,-29286.4,7735.2,3777.5,88.836
0,539,0,0,0,-29603.2,7735.2,3777.2,88.846
0,540,0,0,0,-29920.0,7735.2,3776.8,88.873
0,541,0,0,0,-30236.8,7735.2,3776.5,88.883
0,542,0,0,0,-30553.6,7735.2,3776.1,88.934
0,543,0,0,0,-30870.4,7735.2,3775.7,88.947
0,544,0,0,0,-31187.2,7735.2,3775.4,88.957
0,545,0,0,0,-31504.0,7735.2,3775.0,88.967
0,546,0,0,0,-31820.8,7735.2,3774.7,88.991
0,547,0,0,0,-32137.6,7735.2,3774.3,89.001
0,548,0,0,0,-32454.4,7735.2,3773.9,89.011
0,549,0,0,0,-32771.2,7735.2,3773.6,89.023
0,550,0,0,0,-33088.0,7735.2,3773.2,89.037
0,551,0,0,0,-33404.8,7735.2,3772.8,89.047
0,552,0,0,0,-33721.6,7735.2,3772.4,89.057
0,553,0,0,0,-34038.4,7735.2,3772.0,89.067
0,554,0,0,0,-34355.2,7735.2,3771.6,89.077
0,555,0,0,0,-34672.0,7735.2,3771.3,89.087
0,556,0,0,0,-34988.8,7735.2,3770.9,89.109
0,557,0,0,0,-35305.6,7735.2,3770.5,89.128
0,558,0,0,0,-35622.4,7735.2,3770.1,89.138
0,559,0,0,0,-35939.2,7735.2,3769.6,89.148
0,560,0,0,0,-36256.0,7735.2,3769.2,89.158
0,561,0,0,0,-36572.8,7735.2,3768.8,89.168
0,562,0,0,0,-36889.6,7735.2,3768.4,89.178
0,563,0,0,0,-37206.4,7735.2,3768.0,89.188
0,564,0,0,0,-37523.2,7735.2,3767.5,89.198
0,565,0,0,0,-37840.0,7735.2,3767.1,89.208
0,566,0,0,0,-38156.8,7735.2,3766.7,89.218
0,567,0,0,0,-38473.6,7735.2,3766.2,89.228
0,568,0,0,0,-38790.4,7735.2,3765.8,89.238
0,569,0,0,0,-39107.2,7735.2,3765.3,89.248
0,570,0,0,0,-39424.0,7735.2,3764.9,89.259
0,571,0,0,0,-39740.8,7735.2,3764.4,89.280
0,572,0,0,0,-40057.6,7735.2,3763.9,89.293
0,573,0,0,0,-40374.4,7735.2,3763.5,89.319
0,574,0,0,0,-40691.2,7735.2,3763.0,89.329
0,575,0,0,0,-41008.0,7735.2,3762.5,89.339
0,576,0,0,0,-41324.8,7735.2,3762.0,89.349
0,577,0,0,0,-41641.6,7735.2,3761.5,89.359
0,578,0,0,0,-41958.4,7735.2,3760.9,89.378
0,579,0,0,0,-42275.2,7735.2,3760.6,89.388
0,580,0,0,0,-42275.2,7972.8,3760.8,96.322
0,581,0,0,0,-41958.4,7972.8,3761.3,96.332
0,582,0,0,0,-41641.6,7972.8,3761.8,96.345
0,583,0,0,0,-41324.8,7972.8,3762.2,96.355
0,584,0,0,0,-41008.0,7972.8,3762.7,96.365
0,585,0,0,0,-40691.2,7972.8,3763.2,96.379
0,586,0,0,0,-40374.4,7972.8,3763.7,96.389
0,587,0,0,0,-40057.6,7972.8,3764.2,96.454
0,588,0,0,0,-39740.8,7972.8,3764.6,96.464
0,589,0,0,0,-39424.0,7972.8,3765.1,96.474
0,590,0,0,0,-39107.2,7972.8,3765.6,96.484
0,591,0,0,0,-38790.4,7972.8,3766.0,96.494
0,592,0,0,0,-38473.6,7972.8,3766.4,96.509
0,593,0,0,0,-38156.8,7972.8,3766.9,96.519
0,594,0,0,0,-37840.0,7972.8,3767.3,96.529
0,595,0,0,0,-37523.2,7972.8,3767.8,96.542
0,596,0,0,0,-37206.4,7972.8,3768.2,96.573
0,597,0,0,0,-36889.6,7972.8,3768.6,96.583
0,598,0,0,0,-36572.8,7972.8,3769.0,96.593
0,599,0,0,0,-36256.0,7972.8,3769.4,96.603
0,600,0,0,0,-35939.2,7972.8,3769.8,96.613
0,601,0,0,0,-35622.4,7972.8,3770.3,96.627
0,602,0,0,0,-35305.6,7972.8,3770.7,96.638
0,603,0,0,0,-34988.8,7972.8,3771.1,96.648
0,604,0,0,0,-34672.0,7972.8,3771.5,96.659
0,605,0,0,0,-34355.2,7972.8,3771.8,96.669
0,606,0,0,0,-34038.4,7972.8,3772.2,96.679
0,607,0,0,0,-33721.6,7972.8,3772.6,96.689
0,608,0,0,0,-33404.8,7972.8,3773.0,96.701
0,609,0,0,0,-33088.0,7972.8,3773.4,96.712
0,610,0,0,0,-32771.2,7972.8,3773.8,96.722
0,611,0,0,0,-32454.4,7972.8,3774.1,96.732
0,612,0,0,0,-32137.6,7972.8,3774.5,96.742
0,613,0,0,0,-31820.8,7972.8,3774.9,96.755
0,614,0,0,0,-31504.0,7972.8,3775.2,96.765
0,615,0,0,0,-31187.2,7972.8,3775.6,96.775
0,616,0,0,0,-30870.4,7972.8,3776.0,96.785
0,617,0,0,0,-30553.6,7972.8,3776.3,96.795
0,618,0,0,0,-30236.8,7972.8,3776.7,96.812
0,619,0,0,0,-29920.0,7972.8,3777.0,96.830
0,620,0,0,0,-29603.2,7972.8,3777.5,96.840
0,621,0,0,0,-29286.4,7972.8,3777.7,96.850
0,622,0,0,0,-28969.6,7972.8,3778.1,96.860
0,623,0,0,0,-28652.8,7972.8,3778.4,96.871
0,624,0,0,0,-28336.0,7972.8,3778.7,96.881
0,625,0,0,0,-28019.2,7972.8,3779.1,96.891
0,626,0,0,0,-27702.4,7972.8,3779.4,96.901
0,627,0,0,0,-27385.6,7972.8,3779.7,96.911
0,628,0,0,0,-27068.8,7972.8,3780.1,96.921
0,629,0,0,0,-26752.0,7972.8,3780.4,96.931
0,630,0,0,0,-26435.2,7972.8,3780.7,96.941
0,631,0,0,0,-26118.4,8210.4,3781.3,104.115
0,632,0,0,0,-26435.2,8210.4,3780.8,104.125
0,633,0,0,0,-26752.0,8210.4,3780.7,104.135
0,634,0,0,0,-27068.8,8210.4,3780.3,104.145
0,635,0,0,0,-27385.6,8210.4,3780.0,104.155
0,636,0,0,0,-27702.4,8210.4,3779.6,104.165
0,637,0,0,0,-28019.2,8210.4,3779.3,104.181
0,638,0,0,0,-28336.0,8210.4,3779.0,104.193
0,639,0,0,0,-28652.8,8210.4,3778.6,104.206
0,640,0,0,0,-28969.6,8210.4,3778.3,104.286
0,641,0,0,0,-29286.4,8210.4,3777.9,104.296
0,642,0,0,0,-29603.2,8210.4,3777.6,104.325
0,643,0,0,0,-29920.0,8210.4,3777.2,104.339
0,644,0,0,0,-30236.8,8210.4,3776.9,104.349
0,645,0,0,0,-30553.6,8210.4,3776.5,104.362
0,646,0,0,0,-30870.4,8210.4,3776.1,104.372
0,647,0,0,0,-31187.2,8210.4,3775.8,104.383
0,648,0,0,0,-31504.0,8210.4,3775.4,104.393
0,649,0,0,0,-31820.8,8210.4,3775.1,104.403
0,650,0,0,0,-32137.6,8210.4,3774.7,104.428
0,651,0,0,0,-32454.4,8210.4,3774.3,104.438
0,652,0,0,0,-32771.2,8210.4,3773.9,104.448
0,653,0,0,0,-33088.0,8210.4,3773.6,104.458
0,654,0,0,0,-33404.8,8210.4,3773.2,104.468
0,655,0,0,0,-33721.6,8210.4,3772.8,104.478
0,656,0,0,0,-34038.4,8210.4,3772.4,104.494
0,657,0,0,0,-34355.2,8210.4,3772.0,104.506
0,658,0,0,0,-34672.0,8210.4,3771.6,104.517
0,659,0,0,0,-34988.8,8210.4,3771.3,104.529
0,660,0,0,0,-35305.6,8210.4,3770.9,104.549
0,661,0,0,0,-35622.4,8210.4,3770.5,104.559
0,662,0,0,0,-35939.2,8210.4,3770.0,104.569
0,663,0,0,0,-36256.0,8210.4,3769.6,104.579
0,664,0,0,0,-36572.8,8210.4,3769.2,104.589
0,665,0,0,0,-36889.6,8210.4,3768.8,104.599
0,666,0,0,0,-37206.4,8210.4,3768.5,104.609
0,667,0,0,0,-37523.2,8210.4,3768.0,104.619
0,668,0,0,0,-37840.0,8210.4,3767.5,104.629
0,669,0,0,0,-38156.8,8210.4,3767.1,104.639
0,670,0,0,0,-38473.6,8210.4,3766.7,104.649
0,671,0,0,0,-38790.4,8210.4,3766.2,104.659
0,672,0,0,0,-39107.2,8210.4,3765.8,104.669
0,673,0,0,0,-39424.0,8210.4,3765.3,104.682
0,674,0,0,0,-39740.8,8210.4,3764.9,104.698
0,675,0,0,0,-40057.6,8210.4,3764.4,104.708
0,676,0,0,0,-40374.4,8210.4,3764.0,104.718
0,677,0,0,0,-40691.2,8210.4,3763.5,104.728
0,678,0,0,0,-41008.0,8210.4,3763.0,104.738
0,679,0,0,0,-41324.8,8210.4,3762.5,104.749
0,680,0,0,0,-41641.6,8210.4,3762.1,104.761
0,681,0,0,0,-41958.4,8210.4,3761.6,104.778
0,682,0,0,0,-42275.2,8210.4,3761.1,104.788
0,683,0,0,0,-42275.2,8448.0,3761.4,111.799
0,684,0,0,0,-41958.4,8448.0,3761.9,111.809
0,685,0,0,0,-41641.6,8448.0,3762.3,111.819
0,686,0,0,0,-41324.8,8448.0,3762.8,111.829
0,687,0,0,0,-41008.0,8448.0,3763.3,111.839
0,688,0,0,0,-40691.2,8448.0,3763.8,111.853
0,689,0,0,0,-40374.4,8448.0,3764.2,111.863
0,690,0,0,0,-40057.6,8448.0,3764.7,111.873
0,691,0,0,0,-39740.8,8448.0,3765.2,111.966
0,692,0,0,0,-39424.0,8448.0,3765.6,111.985
0,693,0,0,0,-39107.2,8448.0,3766.0,112.002
0,694,0,0,0,-38790.4,8448.0,3766.5,112.023
0,695,0,0,0,-38473.6,8448.0,3766.9,112.036
0,696,0,0,0,-38156.8,8448.0,3767.3,112.052
0,697,0,0,0,-37840.0,8448.0,3767.8,112.062
0,698,0,0,0,-37523.2,8448.0,3768.2,112.072
0,699,0,0,0,-37206.4,8448.0,3768.6,112.082
0,700,0,0,0,-36889.6,8448.0,3769.0,112.092
0,701,0,0,0,-36572.8,8448.0,3769.4,112.102
0,702,0,0,0,-36256.0,8448.0,3769.8,112.112
0,703,0,0,0,-35939.2,8448.0,3770.2,112.122
0,704,0,0,0,-35622.4,8448.0,3770.7,112.132
0,705,0,0,0,-35305.6,8448.0,3771.1,112.142
0,706,0,0,0,-34988.8,8448.0,3771.4,112.152
0,707,0,0,0,-34672.0,8448.0,3771.8,112.162
0,708,0,0,0,-34355.2,8448.0,3772.2,112.172
0,709,0,0,0,-34038.4,8448.0,3772.6,112.186
0,710,0,0,0,-33721.6,8448.0,3773.0,112.210
0,711,0,0,0,-33404.8,8448.0,3773.4,112.220
0,712,0,0,0,-33088.0,8448.0,3773.8,112.234
0,713,0,0,0,-32771.2,8448.0,3774.1,112.244
0,714,0,0,0,-32454.4,8448.0,3774.5,112.254
0,715,0,0,0,-32137.6,8448.0,3774.9,112.268
0,716,0,0,0,-31820.8,8448.0,3775.4,112.287
0,717,0,0,0,-31504.0,8448.0,3775.7,112.302
0,718,0,0,0,-31187.2,8448.0,3776.0,112.314
0,719,0,0,0,-30870.4,8448.0,3776.3,112.332
0,720,0,0,0,-30553.6,8448.0,3776.7,112.342
0,721,0,0,0,-30236.8,8448.0,3777.1,112.352
0,722,0,0,0,-29920.0,8448.0,3777.4,112.362
0,723,0,0,0,-29603.2,8448.0,3777.8,112.372
0,724,0,0,0,-29286.4,8448.0,3778.1,112.382
0,725,0,0,0,-28969.6,8448.0,3778.5,112.392
0,726,0,0,0,-28652.8,8448.0,3778.8,112.402
0,727,0,0,0,-28336.0,8448.0,3779.2,112.426
0,728,0,0,0,-28019.2,8448.0,3779.5,112.436
0,729,0,0,0,-27702.4,8448.0,3779.9,112.450
0,730,0,0,0,-27385.6,8448.0,3780.2,112.463
0,731,0,0,0,-27068.8,8448.0,3780.5,112.476
0,732,0,0,0,-26752.0,8448.0,3780.9,112.486
0,733,0,0,0,-26435.2,8448.0,3781.2,112.496
0,734,0,0,0,-26118.4,8448.0,3781.7,112.506
0,735,0,0,0,-26118.4,8685.6,3781.8,119.844
0,736,0,0,0,-26435.2,8685.6,3781.5,119.854
0,737,0,0,0,-26752.0,8685.6,3781.1,119.864
0,738,0,0,0,-27068.8,8685.6,3780.8,119.874
0,739,0,0,0,-27385.6,8685.6,3780.4,119.884
0,740,0,0,0,-27702.4,8685.6,3780.1,119.894
0,741,0,0,0,-28019.2,8685.6,3779.7,119.967
0,742,0,0,0,-28336.0,8685.6,3779.4,119.977
0,743,0,0,0,-28652.8,8685.6,3779.0,119.987
0,744,0,0,0,-28969.6,8685.6,3778.7,119.998
0,745,0,0,0,-29286.4,8685.6,3778.3,120.034
0,746,0,0,0,-29603.2,8685.6,3778.0,120.052
0,747,0,0,0,-29920.0,8685.6,3777.6,120.062
0,748,0,0,0,-30236.8,8685.6,3777.3,120.076
0,749,0,0,0,-30553.6,8685.6,3776.9,120.086
0,750,0,0,0,-30870.4,8685.6,3776.5,120.097
0,751,0,0,0,-31187.2,8685.6,3776.2,120.107
0,752,0,0,0,-31504.0,8685.6,3775.8,120.117
0,753,0,0,0,-31820.8,8685.6,3775.4,120.127
0,754,0,0,0,-32137.6,8685.6,3775.1,120.152
0,755,0,0,0,-32454.4,8685.6,3774.7,120.162
0,756,0,0,0,-32771.2,8685.6,3774.3,120.172
0,757,0,0,0,-33088.0,8685.6,3774.0,120.183
0,758,0,0,0,-33404.8,8685.6,3773.6,120.195
0,759,0,0,0,-33721.6,8685.6,3773.2,120.207
0,760,0,0,0,-34038.4,8685.6,3772.8,120.225
0,761,0,0,0,-34355.2,8685.6,3772.4,120.235
0,762,0,0,0,-34672.0,8685.6,3772.0,120.245
0,763,0,0,0,-34988.8,8685.6,3771.6,120.258
0,764,0,0,0,-35305.6,8685.6,3771.3,120.268
0,765,0,0,0,-35622.4,8685.6,3770.9,120.278
0,766,0,0,0,-35939.2,8685.6,3770.5,120.288
0,767,0,0,0,-36256.0,8685.6,3770.0,120.304
0,768,0,0,0,-36572.8,8685.6,3769.6,120.320
0,769,0,0,0,-36889.6,8685.6,3769.2,120.332
0,770,0,0,0,-37206.4,8685.6,3768.8,120.347
0,771,0,0,0,-37523.2,8685.6,3768.4,120.357
0,772,0,0,0,-37840.0,8685.6,3768.0,120.367
0,773,0,0,0,-38156.8,8685.6,3767.6,120.380
0,774,0,0,0,-38473.6,8685.6,3767.0,120.393
0,775,0,0,0,-38790.4,8685.6,3766.7,120.409
0,776,0,0,0,-39107.2,8685.6,3766.3,120.419
0,777,0,0,0,-39424.0,8685.6,3765.7,120.429
0,778,0,0,0,-39740.8,8685.6,3765.4,120.439
0,779,0,0,0,-40057.6,8685.6,3764.8,120.449
0,780,0,0,0,-40374.4,8685.6,3764.5,120.459
0,781,0,0,0,-40691.2,8685.6,3764.0,120.469
0,782,0,0,0,-41008.0,8685.6,3763.6,120.479
0,783,0,0,0,-41324.8,8685.6,3763.1,120.489
0,784,0,0,0,-41641.6,8685.6,3762.6,120.499
0,785,0,0,0,-41958.4,8685.6,3762.2,120.509
0,786,0,0,0,-42275.2,8685.6,3761.8,120.519
0,787,0,0,0,-42275.2,8923.2,3762.0,127.527
0,788,0,0,0,-41958.4,8923.2,3762.6,127.537
0,789,0,0,0,-41641.6,8923.2,3762.9,127.547
0,790,0,0,0,-41324.8,8923.2,3763.4,127.557
0,791,0,0,0,-41008.0,8923.2,3763.8,127.567
0,792,0,0,0,-40691.2,8923.2,3764.3,127.577
0,793,0,0,0,-40374.4,8923.2,3764.7,127.590
0,794,0,0,0,-40057.6,8923.2,3765.2,127.602
0,795,0,0,0,-39740.8,8923.2,3765.6,127.614
0,796,0,0,0,-39424.0,8923.2,3766.1,127.624
0,797,0,0,0,-39107.2,8923.2,3766.5,127.718
0,798,0,0,0,-38790.4,8923.2,3766.9,127.728
0,799,0,0,0,-38473.6,8923.2,3767.6,127.738
0,800,0,0,0,-38156.8,8923.2,3768.0,127.748
0,801,0,0,0,-37840.0,8923.2,3768.1,127.765
0,802,0,0,0,-37523.2,8923.2,3768.7,127.775
0,803,0,0,0,-37206.4,8923.2,3769.0,127.785
0,804,0,0,0,-36889.6,8923.2,3769.4,127.797
0,805,0,0,0,-36572.8,8923.2,3769.9,127.808
0,806,0,0,0,-36256.0,8923.2,3770.3,127.820
0,807,0,0,0,-35939.2,8923.2,3770.7,127.830
0,808,0,0,0,-35622.4,8923.2,3771.1,127.841
0,809,0,0,0,-35305.6,8923.2,3771.4,127.851
0,810,0,0,0,-34988.8,8923.2,3771.8,127.861
0,811,0,0,0,-34672.0,8923.2,3772.2,127.872
0,812,0,0,0,-34355.2,8923.2,3772.6,127.882
0,813,0,0,0,-34038.4,8923.2,3773.0,127.892
0,814,0,0,0,-33721.6,8923.2,3773.4,127.912
0,815,0,0,0,-33404.8,8923.2,3773.8,127.922
0,816,0,0,0,-33088.0,8923.2,3774.1,127.932
0,817,0,0,0,-32771.2,8923.2,3774.5,127.942
0,818,0,0,0,-32454.4,8923.2,3774.9,127.954
0,819,0,0,0,-32137.6,8923.2,3775.3,127.964
0,820,0,0,0,-31820.8,8923.2,3775.6,127.977
0,821,0,0,0,-31504.0,8923.2,3776.0,127.987
0,822,0,0,0,-31187.2,8923.2,3776.4,127.997
0,823,0,0,0,-30870.4,8923.2,3776.7,128.007
0,824,0,0,0,-30553.6,8923.2,3777.1,128.017
0,825,0,0,0,-30236.8,8923.2,3777.4,128.027
0,826,0,0,0,-29920.0,8923.2,3777.8,128.037
0,827,0,0,0,-29603.2,8923.2,3778.2,128.049
0,828,0,0,0,-29286.4,8923.2,3778.5,128.061
0,829,0,0,0,-28969.6,8923.2,3778.9,128.071
0,830,0,0,0,-28652.8,8923.2,3779.2,128.081
0,831,0,0,0,-28336.0,8923.2,3779.6,128.091
0,832,0,0,0,-28019.2,8923.2,3779.9,128.101
0,833,0,0,0,-27702.4,8923.2,3780.3,128.111
0,834,0,0,0,-27385.6,8923.2,3780.6,128.121
0,835,0,0,0,-27068.8,8923.2,3781.0,128.131
0,836,0,0,0,-26752.0,8923.2,3781.3,128.141
0,837,0,0,0,-26435.2,8923.2,3781.7,128.152
0,838,0,0,0,-26118.4,8923.2,3782.1,128.163
0,839,0,0,0,-25484.8,9160.8,3783.0,136.327
0,840,0,0,0,-25801.6,9160.8,3782.6,136.337
0,841,0,0,0,-26118.4,9160.8,3782.3,136.347
0,842,0,0,0,-26435.2,9160.8,3781.9,136.357
0,843,0,0,0,-26752.0,9160.8,3781.5,136.436
0,844,0,0,0,-27068.8,9160.8,3781.2,136.447
0,845,0,0,0,-27385.6,9160.8,3780.8,136.460
0,846,0,0,0,-27702.4,9160.8,3780.5,136.472
0,847,0,0,0,-28019.2,9160.8,3780.1,136.486
0,848,0,0,0,-28336.0,9160.8,3779.8,136.497
0,849,0,0,0,-28652.8,9160.8,3779.4,136.507
0,850,0,0,0,-28969.6,9160.8,3779.1,136.517
0,851,0,0,0,-29286.4,9160.8,3778.7,136.527
0,852,0,0,0,-29603.2,9160.8,3778.4,136.537
0,853,0,0,0,-29920.0,9160.8,3778.0,136.547
0,854,0,0,0,-30236.8,9160.8,3777.6,136.558
0,855,0,0,0,-30553.6,9160.8,3777.3,136.568
0,856,0,0,0,-30870.4,9160.8,3776.9,136.586
0,857,0,0,0,-31187.2,9160.8,3776.6,136.597
0,858,0,0,0,-31504.0,9160.8,3776.2,136.609
0,859,0,0,0,-31820.8,9160.8,3775.7,136.624
0,860,0,0,0,-32137.6,9160.8,3775.4,136.656
0,861,0,0,0,-32454.4,9160.8,3775.1,136.670
0,862,0,0,0,-32771.2,9160.8,3774.7,136.685
0,863,0,0,0,-33088.0,9160.8,3774.3,136.695
0,864,0,0,0,-33404.8,9160.8,3774.0,136.705
0,865,0,0,0,-33721.6,9160.8,3773.6,136.718
0,866,0,0,0,-34038.4,9160.8,3773.2,136.730
0,867,0,0,0,-34355.2,9160.8,3772.8,136.740
0,868,0,0,0,-34672.0,9160.8,3772.4,136.750
0,869,0,0,0,-34988.8,9160.8,3772.0,136.760
0,870,0,0,0,-35305.6,9160.8,3771.6,136.782
0,871,0,0,0,-35622.4,9160.8,3771.3,136.792
0,872,0,0,0,-35939.2,9160.8,3770.9,136.802
0,873,0,0,0,-36256.0,9160.8,3770.5,136.813
0,874,0,0,0,-36572.8,9160.8,3770.1,136.829
0,875,0,0,0,-36889.6,9160.8,3769.7,136.839
0,876,0,0,0,-37206.4,9160.8,3769.3,136.849
0,877,0,0,0,-37523.2,9160.8,3768.8,136.859
0,878,0,0,0,-37840.0,9160.8,3768.4,136.869
0,879,0,0,0,-38156.8,9160.8,3768.0,136.879
0,880,0,0,0,-38473.6,9160.8,3767.6,136.889
0,881,0,0,0,-38790.4,9160.8,3767.2,136.925
0,882,0,0,0,-39107.2,9160.8,3766.8,136.937
0,883,0,0,0,-39424.0,9160.8,3766.3,136.947
0,884,0,0,0,-39740.8,9160.8,3765.9,136.957
0,885,0,0,0,-40057.6,9160.8,3765.5,136.967
0,886,0,0,0,-40374.4,9160.8,3765.0,136.987
0,887,0,0,0,-40691.2,9160.8,3764.6,136.997
0,888,0,0,0,-41008.0,9160.8,3764.1,137.007
0,889,0,0,0,-41324.8,9160.8,3763.7,137.017
0,890,0,0,0,-41641.6,9160.8,3763.2,137.028
0,891,0,0,0,-41958.4,9160.8,3762.8,137.038
0,892,0,0,0,-42275.2,9160.8,3762.4,137.048
0,893,0,0,0,-41958.4,9398.4,3763.1,144.133
0,894,0,0,0,-41641.6,9398.4,3763.5,144.143
0,895,0,0,0,-41324.8,9398.4,3764.0,144.153
0,896,0,0,0,-41008.0,9398.4,3764.4,144.163
0,897,0,0,0,-40691.2,9398.4,3764.8,144.177
0,898,0,0,0,-40374.4,9398.4,3765.3,144.187
0,899,0,0,0,-40057.6,9398.4,3765.7,144.197
0,900,0,0,0,-39740.8,9398.4,3766.2,144.207
0,901,0,0,0,-39424.0,9398.4,3766.6,144.222
0,902,0,0,0,-39107.2,9398.4,3767.0,144.235
0,903,0,0,0,-38790.4,9398.4,3767.4,144.245
0,904,0,0,0,-38473.6,9398.4,3767.8,144.255
0,905,0,0,0,-38156.8,9398.4,3768.3,144.265
0,906,0,0,0,-37840.0,9398.4,3768.8,144.275
0,907,0,0,0,-37523.2,9398.4,3769.1,144.337
0,908,0,0,0,-37206.4,9398.4,3769.5,144.347
0,909,0,0,0,-36889.6,9398.4,3769.9,144.357
0,910,0,0,0,-36572.8,9398.4,3770.3,144.367
0,911,0,0,0,-36256.0,9398.4,3770.7,144.377
0,912,0,0,0,-35939.2,9398.4,3771.1,144.387
0,913,0,0,0,-35622.4,9398.4,3771.5,144.403
0,914,0,0,0,-35305.6,9398.4,3771.9,144.413
0,915,0,0,0,-34988.8,9398.4,3772.2,144.423
0,916,0,0,0,-34672.0,9398.4,3772.6,144.433
0,917,0,0,0,-34355.2,9398.4,3773.0,144.445
0,918,0,0,0,-34038.4,9398.4,3773.4,144.455
0,919,0,0,0,-33721.6,9398.4,3773.8,144.465
